RptDt,TckrSymb,ISIN,SgmtNm,MinPric,MaxPric,TradAvrgPric,LastPric,AdjstdQt,RefPric,TradQty,FinInstrmQty
2020-06-26,PETRI269,BRPETR4I0OE7,EQUITY CALL,,,,,,0.44,,
2020-06-26,PETRI273,BRPETR4I0MX1,EQUITY CALL,,,,,,0.41,,
2020-06-26,PETRI274,BRPETR4I0OL2,EQUITY CALL,,,,,,0.38,,
2020-06-26,PETRI277,BRPETR4I0OU3,EQUITY CALL,,,,,,0.29,,
2020-06-26,PETRI278,BRPETR4I0OK4,EQUITY CALL,,,,,,0.33,,
2020-06-26,PETRI280,BRPETR4I0OV1,EQUITY CALL,,,,,,0.27,,
2020-06-26,PETRI283,BRPETR4I0MY9,EQUITY CALL,,,,,,0.31,,
2020-06-26,PETRI290,BRPETR4I0OY5,EQUITY CALL,,,,,,0.2,,
2020-06-26,PETRI292,BRPETR4I0OX7,EQUITY CALL,,,,,,0.19,,
2020-06-26,PETRI293,BRPETR4I0OC1,EQUITY CALL,,,,,,0.22,,
2020-06-26,PETRI300,BRPETR4I0LR5,EQUITY CALL,0.2,0.25,0.24,0.25,,0.23,2,5100
2020-06-26,PETRI301,BRPETR4I0OO6,EQUITY CALL,,,,,,0.17,,
2020-06-26,PETRI304,BRPETR4I0N04,EQUITY CALL,,,,,,0.18,,
2020-06-26,PETRI313,BRPETR4I0MU7,EQUITY CALL,,,,,,0.14,,
2020-06-26,PETRI316,BRPETR4I0OF4,EQUITY CALL,,,,,,0.12,,
2020-06-26,PETRI318,BRPETR4I0OH0,EQUITY CALL,,,,,,0.11,,
2020-06-26,PETRI320,BRPETR4I0OS7,EQUITY CALL,,,,,,0.1,,
2020-06-26,PETRI323,BRPETR4I0N12,EQUITY CALL,,,,,,0.11,,
2020-06-26,PETRI333,BRPETR4I0MW3,EQUITY CALL,,,,,,0.09,,
2020-06-26,PETRI335,BRPETR4I0OM0,EQUITY CALL,,,,,,0.08,,
2020-06-26,PETRI343,BRPETR4I0MT9,EQUITY CALL,,,,,,0.07,,
2020-06-26,PETRI351,BRPETR4I0OP3,EQUITY CALL,,,,,,0.05,,
2020-06-26,PETRI353,BRPETR4I0N20,EQUITY CALL,,,,,,0.06,,
2020-06-26,PETRI363,BRPETR4I0MV5,EQUITY CALL,0.05,0.05,0.05,0.05,,0.05,1,10000
2020-06-26,PETRI368,BRPETR4I0OQ1,EQUITY CALL,,,,,,0.04,,
2020-06-26,PETRI745,BRPETR4I0OR9,EQUITY CALL,0.81,0.82,0.81,0.81,,0.73,2,103500
2020-06-26,PETRI916,BRPETR4I0OG2,EQUITY CALL,,,,,,12.29,,
2020-06-26,PETRI923,BRPETR4I0OI8,EQUITY CALL,,,,,,0.1,,
2020-06-26,PETRI94,BRPETR4I0P85,EQUITY CALL,,,,,,11.41,,
2020-06-26,PETRJ100,BRPETR4J0Q41,EQUITY CALL,,,,,,10.9,,
2020-06-26,PETRJ110,BRPETR4J0Q90,EQUITY CALL,,,,,,9.92,,
2020-06-26,PETRJ120,BRPETR4J0Q82,EQUITY CALL,,,,,,8.96,,
2020-06-26,PETRJ130,BRPETR4J0Q74,EQUITY CALL,,,,,,8.02,,
2020-06-26,PETRJ140,BRPETR4J0QA9,EQUITY CALL,,,,,,7.1,,
2020-06-26,PETRJ145,BRPETR4J0QF8,EQUITY CALL,,,,,,6.66,,
2020-06-26,PETRJ15,BRPETR4J0Q25,EQUITY CALL,,,,,,6.22,,
2020-06-26,PETRJ152,BRPETR4J0QP7,EQUITY CALL,,,,,,6.01,,
2020-06-26,PETRJ16,BRPETR4J0Q09,EQUITY CALL,,,,,,5.38,,
2020-06-26,PETRJ164,BRPETR4J0QS1,EQUITY CALL,,,,,,3.38,,
2020-06-26,PETRJ167,BRPETR4J0QO0,EQUITY CALL,,,,,,4.79,,
2020-06-26,PETRJ17,BRPETR4J0PY1,EQUITY CALL,4.9,4.9,4.9,4.9,,4.6,1,500
2020-06-26,PETRJ18,BRPETR4J0Q33,EQUITY CALL,,,,,,3.88,,
2020-06-26,PETRJ180,BRPETR4J0N36,EQUITY CALL,,,,,,4.98,,
2020-06-26,PETRJ19,BRPETR4J0PX3,EQUITY CALL,,,,,,3.23,,
2020-06-26,PETRJ200,BRPETR4J0PW5,EQUITY CALL,,,,,,2.65,,
2020-06-26,PETRJ203,BRPETR4J0O35,EQUITY CALL,,,,,,2.93,,
2020-06-26,PETRJ206,BRPETR4J0QT9,EQUITY CALL,,,,,,2.27,,
2020-06-26,PETRJ210,BRPETR4J0QQ5,EQUITY CALL,,,,,,2.15,,
2020-06-26,PETRJ211,BRPETR4J0QV5,EQUITY CALL,,,,,,1.54,,
2020-06-26,PETRJ213,BRPETR4J0O76,EQUITY CALL,,,,,,2.39,,
2020-06-26,PETRJ220,BRPETR4J0QR3,EQUITY CALL,,,,,,1.73,,
2020-06-26,PETRJ224,BRPETR4J0QW3,EQUITY CALL,,,,,,1.21,,
2020-06-26,PETRJ232,BRPETR3J04N5,EQUITY CALL,,,,,,1.36,,
2020-06-26,PETRJ234,BRPETR4J0PQ7,EQUITY CALL,,,,,,1.45,,
2020-06-26,PETRJ235,BRPETR4J0PN4,EQUITY CALL,,,,,,1.37,,
2020-06-26,PETRJ238,BRPETR4J0PK0,EQUITY CALL,,,,,,1.29,,
2020-06-26,PETRJ248,BRPETR4J0PH6,EQUITY CALL,1.46,1.46,1.46,1.46,,1.01,1,7000000
2020-06-26,PETRJ249,BRPETR4J0PS3,EQUITY CALL,,,,,,1.14,,
2020-06-26,PETRJ253,BRPETR4J0O84,EQUITY CALL,,,,,,0.95,,
2020-06-26,PETRJ263,BRPETR4J0O68,EQUITY CALL,,,,,,0.74,,
2020-06-26,PETRJ265,BRPETR4J0PL8,EQUITY CALL,0.74,0.74,0.74,0.74,,0.65,1,1300
2020-06-26,PETRJ266,BRPETR4J0PO2,EQUITY CALL,0.75,0.75,0.75,0.75,,0.69,1,200
2020-06-26,PETRJ273,BRPETR4J0O19,EQUITY CALL,,,,,,0.57,,
2020-06-26,PETRJ276,BRPETR4J0PI4,EQUITY CALL,0.9,0.91,0.9,0.9,,0.5,2,7000000
2020-06-26,PETRJ283,BRPETR4J0O50,EQUITY CALL,,,,,,0.44,,
2020-06-26,PETRJ294,BRPETR4J0O92,EQUITY CALL,,,,,,0.33,,
2020-06-26,PETRJ303,BRPETR4J0O27,EQUITY CALL,,,,,,0.26,,
2020-06-26,PETRJ308,BRPETR4J0PP9,EQUITY CALL,,,,,,0.21,,
2020-06-26,PETRJ313,BRPETR4J0PM6,EQUITY CALL,0.22,0.22,0.22,0.22,,0.19,2,4000
2020-06-26,PETRJ315,BRPETR4J0QN2,EQUITY CALL,,,,,,0.15,,
2020-06-26,PETRJ324,BRPETR4J0PJ2,EQUITY CALL,,,,,,0.14,,
2020-06-26,PETRJ329,BRPETR4J0QU7,EQUITY CALL,,,,,,0.09,,
2020-06-26,PETRJ331,BRPETR4J0PR5,EQUITY CALL,,,,,,0.24,,
2020-06-26,PETRJ336,BRPETR4J0PT1,EQUITY CALL,,,,,,0.11,,
2020-06-26,PETRJ373,BRPETR4J0PU9,EQUITY CALL,,,,,,0.03,,
2020-06-26,PETRJ40,BRPETR4J0QB7,EQUITY CALL,,,,,,10.41,,
2020-06-26,PETRJ41,BRPETR4J0QE1,EQUITY CALL,,,,,,9.44,,
2020-06-26,PETRJ413,BRPETR4J0PV7,EQUITY CALL,,,,,,0.01,,
2020-06-26,PETRJ42,BRPETR4J0QD3,EQUITY CALL,,,,,,8.49,,
2020-06-26,PETRJ43,BRPETR4J0QC5,EQUITY CALL,,,,,,7.56,,
2020-06-26,PETRJ45,BRPETR4J0PZ8,EQUITY CALL,,,,,,5.79,,
2020-06-26,PETRJ458,BRPETR4J0QK8,EQUITY CALL,,,,,,16.29,,
2020-06-26,PETRJ47,BRPETR4J0Q17,EQUITY CALL,,,,,,4.23,,
2020-06-26,PETRJ508,BRPETR4J0QM4,EQUITY CALL,,,,,,15.79,,
2020-06-26,PETRJ648,BRPETR4J0QJ0,EQUITY CALL,,,,,,14.4,,
2020-06-26,PETRJ708,BRPETR4J0QL6,EQUITY CALL,,,,,,13.81,,
2020-06-26,PETRJ8,BRPETR4J0Q58,EQUITY CALL,,,,,,12.82,,
2020-06-26,PETRJ80,BRPETR4J0N44,EQUITY CALL,,,,,,3.54,,
2020-06-26,PETRJ9,BRPETR4J0Q66,EQUITY CALL,,,,,,11.83,,
2020-06-26,PETRJ948,BRPETR4J0QI2,EQUITY CALL,,,,,,11.44,,
2020-06-26,PETRJ968,BRPETR4J0QH4,EQUITY CALL,,,,,,11.24,,
2020-06-26,PETRJ988,BRPETR4J0QG6,EQUITY CALL,,,,,,11.04,,
2020-06-26,PETRK102,BRPETR4K0NG0,EQUITY CALL,,,,,,10.81,,
2020-06-26,PETRK112,BRPETR4K0ND7,EQUITY CALL,,,,,,9.88,,
2020-06-26,PETRK122,BRPETR4K0NA3,EQUITY CALL,,,,,,8.96,,
2020-06-26,PETRK132,BRPETR4K0MU3,EQUITY CALL,,,,,,0.23,,
2020-06-26,PETRK142,BRPETR4K0NI6,EQUITY CALL,,,,,,7.18,,
2020-06-26,PETRK152,BRPETR4K0NE5,EQUITY CALL,,,,,,6.33,,
2020-06-26,PETRK162,BRPETR4K0NL0,EQUITY CALL,,,,,,5.52,,
2020-06-26,PETRK172,BRPETR4K0NF2,EQUITY CALL,,,,,,4.76,,
2020-06-26,PETRK179,BRPETR4K0NX5,EQUITY CALL,,,,,,4.24,,
2020-06-26,PETRK182,BRPETR4K0NM8,EQUITY CALL,,,,,,4.07,,
2020-06-26,PETRK189,BRPETR4K0O17,EQUITY CALL,,,,,,3.59,,
2020-06-26,PETRK192,BRPETR4K0NB1,EQUITY CALL,,,,,,3.43,,
2020-06-26,PETRK199,BRPETR4K0NY3,EQUITY CALL,,,,,,3.01,,
2020-06-26,PETRK202,BRPETR4K0NH8,EQUITY CALL,,,,,,2.87,,
2020-06-26,PETRK207,BRPETR4K0NW7,EQUITY CALL,,,,,,2.61,,
2020-06-26,PETRK209,BRPETR4K0O09,EQUITY CALL,,,,,,2.49,,
2020-06-26,PETRK212,BRPETR4K0NK2,EQUITY CALL,,,,,,2.38,,
2020-06-26,PETRK222,BRPETR4K0NC9,EQUITY CALL,,,,,,1.95,,
2020-06-26,PETRK232,BRPETR4K0O25,EQUITY CALL,1.54,1.6,1.54,1.54,,1.58,2,47500
2020-06-26,PETRK247,BRPETR4K0MS7,EQUITY CALL,,,,,,1.28,,
2020-06-26,PETRK252,BRPETR4K0LA7,EQUITY CALL,,,,,,1.21,,
2020-06-26,PETRK263,BRPETR4K0LE9,EQUITY CALL,,,,,,0.97,,
2020-06-26,PETRK27,BRPETR4K0MT5,EQUITY CALL,,,,,,0.69,,
2020-06-26,PETRK275,BRPETR4K0LB5,EQUITY CALL,,,,,,0.73,,
2020-06-26,PETRK284,BRPETR4K0NZ0,EQUITY CALL,,,,,,0.48,,
2020-06-26,PETRK285,BRPETR4K0LC3,EQUITY CALL,,,,,,0.58,,
2020-06-26,PETRK297,BRPETR4K0LG4,EQUITY CALL,,,,,,0.43,,
2020-06-26,PETRK305,BRPETR4K0LF6,EQUITY CALL,,,,,,0.36,,
2020-06-26,PETRK315,BRPETR4K0LH2,EQUITY CALL,,,,,,0.28,,
2020-06-26,PETRK322,BRPETR4K0LD1,EQUITY CALL,,,,,,0.24,,
2020-06-26,PETRK349,BRPETR4K0N91,EQUITY CALL,,,,,,0.12,,
2020-06-26,PETRK43,BRPETR4K0NR7,EQUITY CALL,,,,,,7.61,,
2020-06-26,PETRK44,BRPETR4K0NO4,EQUITY CALL,,,,,,6.75,,
2020-06-26,PETRK45,BRPETR4K0NV9,EQUITY CALL,,,,,,5.92,,
2020-06-26,PETRK46,BRPETR4K0NU1,EQUITY CALL,,,,,,5.14,,
2020-06-26,PETRK47,BRPETR4K0NN6,EQUITY CALL,,,,,,4.41,,
2020-06-26,PETRK665,BRPETR4K0NQ9,EQUITY CALL,,,,,,14.25,,
2020-06-26,PETRK76,BRPETR4K0NS5,EQUITY CALL,,,,,,13.26,,
2020-06-26,PETRK770,BRPETR3K05D1,EQUITY CALL,,,,,,0.81,,
2020-06-26,PETRK813,BRPETR4K0NJ4,EQUITY CALL,,,,,,8.05,,
2020-06-26,PETRK820,BRPETR3K05E9,EQUITY CALL,,,,,,0.51,,
2020-06-26,PETRK86,BRPETR4K0NT3,EQUITY CALL,,,,,,12.29,,
2020-06-26,PETRK860,BRPETR3K05F6,EQUITY CALL,,,,,,0.39,,
2020-06-26,PETRK96,BRPETR4K0NP1,EQUITY CALL,,,,,,11.33,,
2020-06-26,PETRL106,BRPETR4L0U74,EQUITY CALL,,,,,,10.59,,
2020-06-26,PETRL116,BRPETR4L0U41,EQUITY CALL,,,,,,9.68,,
2020-06-26,PETRL126,BRPETR4L0U17,EQUITY CALL,,,,,,2.96,,
2020-06-26,PETRL133,BRPETR4L0UI0,EQUITY CALL,,,,,,8.14,,
2020-06-26,PETRL136,BRPETR4L0U33,EQUITY CALL,,,,,,7.93,,
2020-06-26,PETRL138,BRPETR4L0UD1,EQUITY CALL,,,,,,7.72,,
2020-06-26,PETRL146,BRPETR4L0U58,EQUITY CALL,,,,,,7.1,,
2020-06-26,PETRL148,BRPETR4L0UT7,EQUITY CALL,,,,,,6.89,,
2020-06-26,PETRL151,BRPETR4L0UV3,EQUITY CALL,,,,,,6.69,,
2020-06-26,PETRL153,BRPETR4L0UY7,EQUITY CALL,,,,,,6.49,,
2020-06-26,PETRL155,BRPETR4L0V32,EQUITY CALL,,,,,,3.85,,
2020-06-26,PETRL156,BRPETR4L0U82,EQUITY CALL,,,,,,6.3,,
2020-06-26,PETRL158,BRPETR4L0UG4,EQUITY CALL,,,,,,6.1,,
2020-06-26,PETRL161,BRPETR4L0UL4,EQUITY CALL,,,,,,5.91,,
2020-06-26,PETRL163,BRPETR4L0UX9,EQUITY CALL,,,,,,5.72,,
2020-06-26,PETRL166,BRPETR4L0U90,EQUITY CALL,,,,,,5.54,,
2020-06-26,PETRL168,BRPETR4L0UQ3,EQUITY CALL,,,,,,5.36,,
2020-06-26,PETRL171,BRPETR4L0UM2,EQUITY CALL,,,,,,5.18,,
2020-06-26,PETRL173,BRPETR4L0UP5,EQUITY CALL,,,,,,5,,
2020-06-26,PETRL175,BRPETR3L0648,EQUITY CALL,,,,,,5.22,,
2020-06-26,PETRL176,BRPETR4L0UB5,EQUITY CALL,,,,,,4.83,,
2020-06-26,PETRL178,BRPETR4L0V24,EQUITY CALL,,,,,,4.66,,
2020-06-26,PETRL181,BRPETR4L0UE9,EQUITY CALL,,,,,,4.49,,
2020-06-26,PETRL183,BRPETR4L0V08,EQUITY CALL,,,,,,4.32,,
2020-06-26,PETRL188,BRPETR4L0US9,EQUITY CALL,,,,,,4.01,,
2020-06-26,PETRL193,BRPETR4L0UU5,EQUITY CALL,,,,,,3.7,,
2020-06-26,PETRL198,BRPETR4L0UW1,EQUITY CALL,,,,,,3.42,,
2020-06-26,PETRL200,BRPETR4L0QJ6,EQUITY CALL,4.06,4.56,4.31,4.16,,4.16,27,24100
2020-06-26,PETRL202,BRPETR3L0655,EQUITY CALL,,,,,,3.29,,
2020-06-26,PETRL203,BRPETR4L0UF6,EQUITY CALL,,,,,,3.14,,
2020-06-26,PETRL207,BRPETR4L0V40,EQUITY CALL,1.86,2.05,1.99,1.86,,1.92,7,700
2020-06-26,PETRL208,BRPETR4L0UR1,EQUITY CALL,,,,,,2.89,,
2020-06-26,PETRL210,BRPETR4L0RA3,EQUITY CALL,,,,,,3.56,,
2020-06-26,PETRL211,BRPETR4L0UN0,EQUITY CALL,,,,,,2.76,,
2020-06-26,PETRL213,BRPETR4L0UZ4,EQUITY CALL,,,,,,2.64,,
2020-06-26,PETRL218,BRPETR4L0UC3,EQUITY CALL,,,,,,2.42,,
2020-06-26,PETRL22,BRPETR3L0697,EQUITY CALL,,,,,,2.39,,
2020-06-26,PETRL220,BRPETR4L0RB1,EQUITY CALL,3,3.15,3.11,3,,3.01,2,4000
2020-06-26,PETRL221,BRPETR4L0VA5,EQUITY CALL,,,,,,2.31,,
2020-06-26,PETRL223,BRPETR4L0UO8,EQUITY CALL,,,,,,2.21,,
2020-06-26,PETRL226,BRPETR4L0VB3,EQUITY CALL,,,,,,1.58,,
2020-06-26,PETRL228,BRPETR4L0V73,EQUITY CALL,,,,,,2.01,,
2020-06-26,PETRL233,BRPETR4L0UH2,EQUITY CALL,,,,,,1.83,,
2020-06-26,PETRL238,BRPETR4L0V16,EQUITY CALL,,,,,,1.66,,
2020-06-26,PETRL240,BRPETR4L0QP3,EQUITY CALL,2.23,2.23,2.23,2.23,,2.11,4,1000
2020-06-26,PETRL243,BRPETR4L0V65,EQUITY CALL,,,,,,1.51,,
2020-06-26,PETRL25,BRPETR4L0T44,EQUITY CALL,1.43,1.43,1.43,1.43,,1.37,2,11000
2020-06-26,PETRL250,BRPETR4L0QQ1,EQUITY CALL,1.75,1.82,1.81,1.75,,1.74,5,11500
2020-06-26,PETRL252,BRPETR3L06A3,EQUITY CALL,,,,,,1.35,,
2020-06-26,PETRL253,BRPETR4L0ST1,EQUITY CALL,,,,,,1.44,,
2020-06-26,PETRL256,BRPETR4L0TY9,EQUITY CALL,3.01,3.01,3.01,3.01,,3.29,1,8000
2020-06-26,PETRL258,BRPETR4L0SX3,EQUITY CALL,,,,,,1.24,,
2020-06-26,PETRL26,BRPETR4L0TH4,EQUITY CALL,,,,,,1.07,,
2020-06-26,PETRL260,BRPETR4L0RF2,EQUITY CALL,1.36,1.43,1.37,1.43,,1.3,3,14000
2020-06-26,PETRL261,BRPETR4L0V81,EQUITY CALL,,,,,,0.84,,
2020-06-26,PETRL263,BRPETR4L0TT9,EQUITY CALL,,,,,,1.02,,
2020-06-26,PETRL266,BRPETR4L0RQ9,EQUITY CALL,1.31,1.31,1.31,1.31,,1.18,10,10000
2020-06-26,PETRL267,BRPETR4L0U09,EQUITY CALL,,,,,,3.03,,
2020-06-26,PETRL268,BRPETR4L0TX1,EQUITY CALL,,,,,,0.92,,
2020-06-26,PETRL276,BRPETR4L0SW5,EQUITY CALL,0.94,1,0.97,0.95,,0.88,6,4257100
2020-06-26,PETRL277,BRPETR4L0TZ6,EQUITY CALL,,,,,,2.78,,
2020-06-26,PETRL280,BRPETR4L0QR9,EQUITY CALL,0.97,1,0.99,0.97,,0.97,7,14000
2020-06-26,PETRL281,BRPETR4L0SU9,EQUITY CALL,,,,,,0.8,,
2020-06-26,PETRL289,BRPETR4L0RR7,EQUITY CALL,,,,,,0.72,,
2020-06-26,PETRL29,BRPETR4L0RE5,EQUITY CALL,0.57,0.6,0.57,0.58,,0.59,7,61300
2020-06-26,PETRL291,BRPETR4L0SD5,EQUITY CALL,,,,,,0.69,,
2020-06-26,PETRL296,BRPETR4L0SB9,EQUITY CALL,,,,,,0.62,,
2020-06-26,PETRL297,BRPETR4L0TU7,EQUITY CALL,,,,,,0.54,,
2020-06-26,PETRL300,BRPETR4L0TL6,EQUITY CALL,,,,,,2.36,,
2020-06-26,PETRL302,BRPETR4L0TK8,EQUITY CALL,,,,,,0.52,,
2020-06-26,PETRL309,BRPETR4L0RS5,EQUITY CALL,0.48,0.55,0.52,0.51,,0.49,6,4251600
2020-06-26,PETRL311,BRPETR4L0V99,EQUITY CALL,,,,,,0.41,,
2020-06-26,PETRL313,BRPETR4L0V57,EQUITY CALL,,,,,,0.39,,
2020-06-26,PETRL314,BRPETR4L0RO4,EQUITY CALL,,,,,,0.45,,
2020-06-26,PETRL321,BRPETR4L0VC1,EQUITY CALL,,,,,,0.34,,
2020-06-26,PETRL326,BRPETR4L0TR3,EQUITY CALL,,,,,,0.31,,
2020-06-26,PETRL33,BRPETR4L0TQ5,EQUITY CALL,,,,,,1.85,,
2020-06-26,PETRL330,BRPETR4L0QK4,EQUITY CALL,,,,,,0.37,,
2020-06-26,PETRL336,BRPETR4L0TW3,EQUITY CALL,0.3,0.38,0.32,0.3,,0.26,4,800
2020-06-26,PETRL338,BRPETR4L0SY1,EQUITY CALL,,,,,,0.28,,
2020-06-26,PETRL339,BRPETR4L0RM8,EQUITY CALL,,,,,,0.29,,
2020-06-26,PETRL349,BRPETR4L0RP1,EQUITY CALL,,,,,,0.24,,
2020-06-26,PETRL35,BRPETR4L0TO0,EQUITY CALL,,,,,,1.58,,
2020-06-26,PETRL356,BRPETR4L0TS1,EQUITY CALL,,,,,,0.19,,
2020-06-26,PETRL359,BRPETR4L0RN6,EQUITY CALL,,,,,,0.21,,
2020-06-26,PETRL37,BRPETR4L0TP7,EQUITY CALL,,,,,,1.36,,
2020-06-26,PETRL373,BRPETR4L0TV5,EQUITY CALL,,,,,,0.15,,
2020-06-26,PETRL389,BRPETR4L0SV7,EQUITY CALL,,,,,,0.33,,
2020-06-26,PETRL399,BRPETR4L0TM4,EQUITY CALL,0.08,0.08,0.08,0.08,,0.11,3,23000
2020-06-26,PETRL449,BRPETR4L0TN2,EQUITY CALL,0.04,0.08,0.04,0.04,,0.06,22,88300
2020-06-26,PETRL557,BRPETR4L0T69,EQUITY CALL,,,,,,0.2,,
2020-06-26,PETRL597,BRPETR4L0T51,EQUITY CALL,,,,,,0.57,,
2020-06-26,PETRL622,BRPETR4L0TJ0,EQUITY CALL,,,,,,0.36,,
2020-06-26,PETRL647,BRPETR4L0TI2,EQUITY CALL,,,,,,0.23,,
2020-06-26,PETRL656,BRPETR4L0UK6,EQUITY CALL,,,,,,14.41,,
2020-06-26,PETRL756,BRPETR4L0UJ8,EQUITY CALL,,,,,,13.45,,
2020-06-26,PETRL826,BRPETR4L0U66,EQUITY CALL,,,,,,8.79,,
2020-06-26,PETRL856,BRPETR4L0UA7,EQUITY CALL,,,,,,12.5,,
2020-06-26,PETRL907,BRPETR3L0689,EQUITY CALL,,,,,,3,,
2020-06-26,PETRL955,BRPETR3L0671,EQUITY CALL,,,,,,6.94,,
2020-06-26,PETRL956,BRPETR4L0U25,EQUITY CALL,,,,,,11.56,,
2020-06-26,PETRL962,BRPETR3L0663,EQUITY CALL,,,,,,6.28,,
2020-06-26,PETRM1,BRPETR4M0S19,EQUITY PUT,,,,,,10.64,,
2020-06-26,PETRM10,BRPETR4M0T26,EQUITY PUT,,,,,,0.15,,
2020-06-26,PETRM11,BRPETR4M0T42,EQUITY PUT,,,,,,0.22,,
2020-06-26,PETRM12,BRPETR4M0T18,EQUITY PUT,,,,,,0.31,,
2020-06-26,PETRM13,BRPETR4M0SY0,EQUITY PUT,,,,,,0.43,,
2020-06-26,PETRM140,BRPETR4M0T67,EQUITY PUT,,,,,,0.58,,
2020-06-26,PETRM145,BRPETR4M0T75,EQUITY PUT,,,,,,0.66,,
2020-06-26,PETRM15,BRPETR4M0SU8,EQUITY PUT,,,,,,0.76,,
2020-06-26,PETRM151,BRPETR4M0TH3,EQUITY PUT,,,,,,0.82,,
2020-06-26,PETRM157,BRPETR3M0530,EQUITY PUT,,,,,,0.49,,
2020-06-26,PETRM16,BRPETR4M0ST0,EQUITY PUT,,,,,,0.99,,
2020-06-26,PETRM17,BRPETR4M0SS2,EQUITY PUT,,,,,,1.26,,
2020-06-26,PETRM18,BRPETR4M0SW4,EQUITY PUT,1.54,1.54,1.54,1.54,,1.59,9,9000
2020-06-26,PETRM181,BRPETR4M0TI1,EQUITY PUT,,,,,,1.67,,
2020-06-26,PETRM183,BRPETR4M0TO9,EQUITY PUT,,,,,,2.06,,
2020-06-26,PETRM187,BRPETR3M0514,EQUITY PUT,,,,,,1.07,,
2020-06-26,PETRM19,BRPETR4M0SQ6,EQUITY PUT,,,,,,1.96,,
2020-06-26,PETRM191,BRPETR4M0TK7,EQUITY PUT,,,,,,2.27,,
2020-06-26,PETRM200,BRPETR4M0SN3,EQUITY PUT,2.16,2.25,2.19,2.25,,2.39,3,600
2020-06-26,PETRM201,BRPETR4M0TG5,EQUITY PUT,1.8,1.8,1.8,1.8,,2.5,1,2500
2020-06-26,PETRM203,BRPETR4M0TP6,EQUITY PUT,,,,,,3,,
2020-06-26,PETRM21,BRPETR4M0SM5,EQUITY PUT,2.86,2.86,2.86,2.86,,2.87,1,10200
2020-06-26,PETRM211,BRPETR4M0TM3,EQUITY PUT,,,,,,3.26,,
2020-06-26,PETRM215,BRPETR4M0TC4,EQUITY PUT,,,,,,3.13,,
2020-06-26,PETRM22,BRPETR4M0SK9,EQUITY PUT,3.26,3.29,3.27,3.26,,3.4,6,64700
2020-06-26,PETRM222,BRPETR4M0TD2,EQUITY PUT,,,,,,3.54,,
2020-06-26,PETRM224,BRPETR4M0TL5,EQUITY PUT,,,,,,4.14,,
2020-06-26,PETRM23,BRPETR4M0SL7,EQUITY PUT,3.86,3.86,3.86,3.86,,3.99,1,10100
2020-06-26,PETRM234,BRPETR4M0TJ9,EQUITY PUT,,,,,,4.3,,
2020-06-26,PETRM24,BRPETR3M0522,EQUITY PUT,,,,,,3.71,,
2020-06-26,PETRM240,BRPETR4M0SJ1,EQUITY PUT,,,,,,4.62,,
2020-06-26,PETRM241,BRPETR4M0TF7,EQUITY PUT,,,,,,4.79,,
2020-06-26,PETRM246,BRPETR4M0TN1,EQUITY PUT,,,,,,5.13,,
2020-06-26,PETRM25,BRPETR4M0SF9,EQUITY PUT,,,,,,5.31,,
2020-06-26,PETRM26,BRPETR4M0S27,EQUITY PUT,,,,,,6.04,,
2020-06-26,PETRM262,BRPETR4M0TE0,EQUITY PUT,,,,,,6.23,,
2020-06-26,PETRM27,BRPETR4M0SI3,EQUITY PUT,,,,,,6.81,,
2020-06-26,PETRM28,BRPETR4M0S92,EQUITY PUT,,,,,,7.61,,
2020-06-26,PETRM287,BRPETR4M0TB6,EQUITY PUT,,,,,,8.23,,
2020-06-26,PETRM29,BRPETR4M0S35,EQUITY PUT,,,,,,8.44,,
2020-06-26,PETRM3,BRPETR4M0S84,EQUITY PUT,,,,,,12.49,,
2020-06-26,PETRM300,BRPETR4M0SE2,EQUITY PUT,,,,,,9.31,,
2020-06-26,PETRM31,BRPETR4M0S68,EQUITY PUT,,,,,,10.19,,
2020-06-26,PETRM32,BRPETR4M0SC6,EQUITY PUT,,,,,,11.1,,
2020-06-26,PETRM329,BRPETR4M0TR2,EQUITY PUT,,,,,,12.02,,
2020-06-26,PETRM34,BRPETR4M0S76,EQUITY PUT,,,,,,12.96,,
2020-06-26,PETRM360,BRPETR4M0TQ4,EQUITY PUT,,,,,,14.86,,
2020-06-26,PETRM40,BRPETR4M0T59,EQUITY PUT,,,,,,0.18,,
2020-06-26,PETRM41,BRPETR4M0SZ7,EQUITY PUT,,,,,,0.26,,
2020-06-26,PETRM42,BRPETR4M0T34,EQUITY PUT,,,,,,0.36,,
2020-06-26,PETRM43,BRPETR4M0T00,EQUITY PUT,,,,,,0.5,,
2020-06-26,PETRM45,BRPETR4M0SX2,EQUITY PUT,,,,,,0.87,,
2020-06-26,PETRM46,BRPETR4M0SV6,EQUITY PUT,,,,,,1.12,,
2020-06-26,PETRM47,BRPETR4M0SR4,EQUITY PUT,,,,,,1.42,,
2020-06-26,PETRM48,BRPETR4M0SP8,EQUITY PUT,,,,,,1.77,,
2020-06-26,PETRM49,BRPETR4M0SO1,EQUITY PUT,,,,,,2.17,,
2020-06-26,PETRM56,BRPETR4M0S50,EQUITY PUT,,,,,,6.42,,
2020-06-26,PETRM59,BRPETR4M0SA0,EQUITY PUT,,,,,,8.87,,
2020-06-26,PETRM94,BRPETR4M0TA8,EQUITY PUT,,,,,,0.11,,
2020-06-26,PETRM96,BRPETR4M0T91,EQUITY PUT,,,,,,0.12,,
2020-06-26,PETRM98,BRPETR4M0T83,EQUITY PUT,,,,,,0.14,,
